,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
0,"Ok, da hätte uns eigentlich schon was komisch vorkommen müssen.",de_multilingual_blimp_correct_affected.test,12552.373046875,1815.22705078125,2189.075439453125,2421.043701171875,1172.5408935546875,938.4415893554688,1155.836181640625,1542.3551025390625,1331.0966796875,1591.819580078125,1777.850830078125,1959.3919677734375,1837.3741455078125
1,Dadurch sollte Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,de_multilingual_blimp_correct_affected.test,9874.4345703125,2003.4716796875,1048.7989501953125,573.6734619140625,681.269287109375,734.28173828125,955.3931884765625,750.61083984375,747.4156494140625,934.1574096679688,921.1053466796875,1008.9154663085938,955.713134765625
2,"Daher sei eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.",de_multilingual_blimp_correct_affected.test,11283.5849609375,3694.50732421875,2017.6729736328125,1166.4234619140625,1150.973876953125,808.1205444335938,703.9087524414062,641.583984375,538.1382446289062,659.6483764648438,726.719482421875,837.7410278320312,773.8327026367188
3,Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnte denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,de_multilingual_blimp_correct_affected.test,13302.7958984375,1670.9781494140625,767.3978271484375,431.4349365234375,333.3465576171875,304.49847412109375,301.7300720214844,345.1797180175781,329.4200744628906,332.68438720703125,337.938232421875,380.72076416015625,366.89495849609375
4,"Da die Ostsee zugefroren war, konnte aus Schweden zunächst keine Verstärkung kommen.",de_multilingual_blimp_correct_affected.test,12464.2548828125,2796.618408203125,1290.72900390625,1092.3411865234375,928.1534423828125,717.0510864257812,624.8046264648438,508.7520446777344,431.39215087890625,450.812744140625,409.4830017089844,416.88055419921875,402.749755859375
5,"Mit ihm zusammengewachsen ist der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)",de_multilingual_blimp_correct_affected.test,10310.3134765625,1639.9898681640625,730.091796875,594.8615112304688,673.2012939453125,494.2641906738281,459.444091796875,379.15673828125,366.38323974609375,397.7615661621094,420.1960754394531,427.40380859375,428.9784240722656
6,"In dem vergangenen Jahr war ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.",de_multilingual_blimp_correct_affected.test,14080.2626953125,1082.0640869140625,561.9563598632812,346.2510681152344,332.8873291015625,211.48863220214844,172.261474609375,150.3011474609375,145.6846466064453,132.09237670898438,139.1525421142578,138.7592315673828,141.6085968017578
7,"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würde das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.",de_multilingual_blimp_correct_affected.test,10462.984375,2010.4605712890625,1427.025634765625,1017.192138671875,927.2962036132812,707.1593017578125,657.7559204101562,565.7770385742188,545.451171875,547.7646484375,620.1427612304688,568.8671875,607.4285278320312
8,"Dennoch ist hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.",de_multilingual_blimp_correct_affected.test,11342.990234375,1381.7220458984375,1090.53466796875,959.3890991210938,941.2484130859375,741.1369018554688,717.91943359375,717.171142578125,842.2250366210938,832.5152587890625,905.40771484375,916.5146484375,944.0599365234375
9,"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollte in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.",de_multilingual_blimp_correct_affected.test,12637.6787109375,1833.7130126953125,818.1471557617188,484.3560485839844,404.7490539550781,345.7846374511719,266.7889099121094,241.06507873535156,222.606689453125,204.4107208251953,188.37808227539062,208.257568359375,203.916748046875
